/vo X,/vo Y
9.478343403790528e-08,0.08727801231618887
1.018993694598242e-07,0.1084059345119675
1.060054356741489e-07,0.1218136216490138
1.100668447926724e-07,0.1358854008822972
1.135883905775013e-07,0.1486914348813637
1.17076831623993e-07,0.1618873699482468
1.203775920114589e-07,0.1748034296008203
1.238794441468702e-07,0.1889209580479883
1.271336050279073e-07,0.2023847810314774
1.304342207420625e-07,0.216340872833466
1.340885747866246e-07,0.2320963893564442
1.383088160353728e-07,0.2506207549710678
1.434995528861015e-07,0.2737791288491302
1.515308525231703e-07,0.3101358105902915
1.55769268795142e-07,0.3294982357803855
1.60199022420085e-07,0.3497939827227441
1.618293258467795e-07,0.3572720157859921
1.6359819731824e-07,0.3653856640875072
1.644612795692882e-07,0.3693440071058844
1.653226947671018e-07,0.3732941305181011
1.660977461516655e-07,0.3768477380798557
1.667925183278888e-07,0.3800328528344106
1.676530371105756e-07,0.3839769619294008
1.685600098214259e-07,0.388132333649452
1.69258574173287e-07,0.3913312976979864
1.699325145155524e-07,0.3944159205764438
1.706217360038242e-07,0.3975686978037679
1.712485665086443e-07,0.4004344526780972
1.7182364597115e-07,0.4030622686364571
1.724685261050922e-07,0.4060075394185383
1.735318234491425e-07,0.4108601650053877
1.745061543688516e-07,0.4153022345818282
1.753631206896382e-07,0.4192048878285173
1.763137912607899e-07,0.4235283712941498
1.773746185279266e-07,0.428343996610401
1.783877506342316e-07,0.4329331883776786
1.793972471594062e-07,0.4374953670670104
1.804876158122865e-07,0.4424105144158338
1.81732955391197e-07,0.4480077387431253
1.83264080664984e-07,0.4548645180755871
1.853430681280482e-07,0.4641287925393082
1.880291243576258e-07,0.4760147005354352
1.909915451910494e-07,0.4890052145513699
1.935173069378213e-07,0.4999744146779986
1.955642555212113e-07,0.5087849329324899
1.976865091326467e-07,0.5178330892369197
1.998190501357119e-07,0.5268193190071825
2.016920812602013e-07,0.5346080810572604
2.031538401080555e-07,0.5406087917074468
2.049256225095915e-07,0.5477764170311075
2.067727794803955e-07,0.5551105410632228
2.084802270637174e-07,0.56175211468029
2.102059332465652e-07,0.5683191974295889
2.118997559371587e-07,0.5746133087442953
2.136158658597109e-07,0.580827693343814
2.154074995903847e-07,0.5871298777374547
2.173310142968219e-07,0.5936693050304571
2.196792981238088e-07,0.6013046988309118
2.21712038850259e-07,0.607577564344299
2.236820093893793e-07,0.6133318581960365
2.256734800921936e-07,0.6187977346910791
2.28069217336721e-07,0.6248688673244482
2.315123511512013e-07,0.6325523703510142
2.365498673048153e-07,0.6414059365408225
2.415873571147481e-07,0.6472711459413968
2.453335348226998e-07,0.6496413465217292
2.483797849124597e-07,0.6503010744545055
2.511295211949534e-07,0.6499202953207498
2.537977277996398e-07,0.6486731166371231
2.566175873697042e-07,0.6464306616144678
2.599953777347051e-07,0.6425259088323817
2.622824926372436e-07,0.6391462425001646
2.650388135349616e-07,0.6343132299546861
2.675494274816646e-07,0.6292154905744388
2.697839634968745e-07,0.624144489894308
2.720348603037915e-07,0.6185537177823045
2.744734097403996e-07,0.6119831441530372
2.774062146955243e-07,0.6034294865674782
2.823510743916404e-07,0.5876266342758112
2.867325701226042e-07,0.5724317705754151
2.905372358181138e-07,0.5585511025536803
2.949836042987345e-07,0.5418410710674126
3.012825724671048e-07,0.5180112509584232
3.083419787516902e-07,0.4921866349134211
3.154878960428437e-07,0.4681543222211055
3.229113854109256e-07,0.4465313037869706
3.296660378512508e-07,0.4305110931307013
3.360527885012736e-07,0.418970366988329
3.424754920127768e-07,0.4110935302712869
3.491677123265465e-07,0.4068696931507683
3.563814117692712e-07,0.4066747971434945
3.643072562118155e-07,0.4112314040018195
3.729816873103315e-07,0.4211977087202253
3.815336108057981e-07,0.4352249379738429
3.895748012617808e-07,0.4513377888672345
3.978636546902564e-07,0.4699071943072716
4.054090985613111e-07,0.4876657824213316
4.129457843187215e-07,0.5053276465144561
4.197581678896082e-07,0.5205182807776013
4.262111668473426e-07,0.5336454116483896
4.337240462926478e-07,0.5466869227332769
4.410346346600621e-07,0.5565012546005385
4.480765939862574e-07,0.5628744594079952
4.552133135785976e-07,0.5660064719845787
4.625695278199323e-07,0.5656682966681862
4.701732589320305e-07,0.5616688194770549
4.781444791566411e-07,0.5539121884905995
4.863010726738675e-07,0.5428897620974638
4.935540921966888e-07,0.531157796933605
5.006256018751253e-07,0.5186859940179102
5.081637327005565e-07,0.5050974687607565
5.164390479160854e-07,0.4908188638928175
5.253960801725586e-07,0.4771913481947705
5.348248665838655e-07,0.4658770432662213
5.435023945255814e-07,0.4587780407987767
5.518952196410652e-07,0.4551905837406572
5.603301742746801e-07,0.4548336353761129
5.68971326060347e-07,0.4576149357075318
5.779876354602569e-07,0.4634515576435546
5.87492905129448e-07,0.4721389170010671
5.933753945588444e-07,0.4785143723790893
5.990826437237372e-07,0.4851644737717574
6.042707870020702e-07,0.4914121188026956
6.094931510995886e-07,0.4977136710538582
6.147912081731029e-07,0.5039436417621431
6.203739260836106e-07,0.5101449355693978
6.264294301700635e-07,0.5162427124935942
6.363211601078002e-07,0.5242651055229013
6.460624937747037e-07,0.5293657969275961
6.553461672007372e-07,0.5313887658717147
6.646628865311377e-07,0.5306124534091237
6.740932008285037e-07,0.5271939206521773
6.839761779079251e-07,0.5212826225187402
6.913972155596451e-07,0.5156600044905392
7.01690637593318e-07,0.5070116982544409
7.090581964579394e-07,0.5006628763944921
7.196117553137725e-07,0.4922057032523999
7.272172970326625e-07,0.4869691051835379
7.38852016129305e-07,0.4810496851216676
7.477080531258151e-07,0.4784857397804316
7.581928420697855e-07,0.4777347337073456
7.674509672158538e-07,0.4790353060114606
7.783285573647688e-07,0.4825646760863417
7.879694625048366e-07,0.487083222870956
7.963430713190802e-07,0.4917049988548759
8.043200009998988e-07,0.4963803204958392
8.122868507954229e-07,0.5010027140465675
8.206667803264504e-07,0.5054950369613224
8.337938145763362e-07,0.5110596733251124
8.430778679357888e-07,0.5136163103633092
8.550240870634398e-07,0.5149550650777861
8.65237957588371e-07,0.5143566993297433
8.744091358503109e-07,0.5125732173048144
8.869641771026767e-07,0.5086862999962017
8.973595345092477e-07,0.5046584131260247
9.064895618915298e-07,0.5008933007575623
9.207297466135794e-07,0.4954844439975091
9.31027788831995e-07,0.4923443793474091
9.406001998135037e-07,0.4902754524299696
9.547966776278008e-07,0.4889920872226528
9.671510458764004e-07,0.4895790411479239
9.788073493330374e-07,0.4913875893302292
9.912982011197481e-07,0.494290442396453
1.003056118822594e-06,0.4975025661065222
1.013755369508005e-06,0.5004577329227194
1.024169383296185e-06,0.5030464425781259
1.034829824857497e-06,0.5051354357709251
1.046366396799217e-06,0.5065424042845376
1.059684582698554e-06,0.5069452455070271
1.072832803541944e-06,0.5061308249164637
1.086089713277089e-06,0.504340058919213
1.100550565548541e-06,0.5017392415442733
1.113937591416308e-06,0.4991933648661077
1.126720443681935e-06,0.497036406612291
1.139916791347645e-06,0.4954184812975086
1.154422371361359e-06,0.4945828209233418
1.170702664802682e-06,0.4948513180551893
1.187282472227937e-06,0.4961948914405998
1.204972151982613e-06,0.4983020556221268
1.221519802336511e-06,0.5003587981800954
1.237241823978138e-06,0.5019432007006366
1.253780192446484e-06,0.5028834925365225
1.273566773863664e-06,0.5028782304568461
1.293649980113614e-06,0.5018313289938389
1.314858066675705e-06,0.5001462323179323
1.335307615058691e-06,0.4985779838126816
1.35530792966671e-06,0.4975813262349626
1.377615225234789e-06,0.4973741254978575
1.40242375813894e-06,0.4981153282397167
1.428444343696091e-06,0.4994088864404781
1.454086267176683e-06,0.5005262456426922
1.479958725607423e-06,0.5010181525798532
1.511819058238651e-06,0.5006658608826028
1.542650066551712e-06,0.4997865874600312
1.576266563969726e-06,0.4989713057755512
1.61124895400805e-06,0.4987652598001976
1.650578071290714e-06,0.4992065035586354
1.691167443919572e-06,0.4998067943228756
1.736414404248102e-06,0.5000520688891741
1.792234845731376e-06,0.4997755192536297
1.846472587088951e-06,0.4994465205933146
1.914188189361948e-06,0.4994177500177123
1.990834511250166e-06,0.4996098362900817
2.082339056118783e-06,0.4996742894916934
2.182339056118782e-06,0.4996003838038745
2.282339056118782e-06,0.4995708768876818
2.382339056118782e-06,0.4995917166491709
2.482339056118782e-06,0.4996031744236648
2.582339056118782e-06,0.4995977540711166
2.682339056118782e-06,0.4995935965027245
2.782339056118782e-06,0.4995948902712943
2.882339056118782e-06,0.4995963305055363
2.982339056118782e-06,0.4995960661731862
3.082339056118781e-06,0.4995955854495728
3.182339056118781e-06,0.4995956208148841
3.282339056118781e-06,0.4995957759819097
3.382339056118781e-06,0.499595780323515
3.482339056118781e-06,0.4995957318123661
3.582339056118781e-06,0.499595725597949
3.682339056118781e-06,0.4995957402793101
3.782339056118781e-06,0.4995957437058101
3.882339056118781e-06,0.4995957394170406
3.98233905611878e-06,0.4995957379078719
4.08233905611878e-06,0.4995957391099695
4.18233905611878e-06,0.4995957397060765
4.28233905611878e-06,0.4995957393864356
4.38233905611878e-06,0.4995957391664779
4.48233905611878e-06,0.4995957392453267
4.58233905611878e-06,0.4995957393225811
4.68233905611878e-06,0.4995957393054283
4.78233905611878e-06,0.499595739279342
4.882339056118779e-06,0.4995957392821427
4.946169528059389e-06,0.4995957392895481
5.01e-06,0.4995957392917206
5.010625e-06,0.4995598326725377
5.011273975209621e-06,0.4995240719358537
5.011764130392026e-06,0.4994977779239679
5.012205843022105e-06,0.4994735641357341
5.012815926160342e-06,0.4994358371036052
5.0131904976995e-06,0.4994086351225064
5.013581467669809e-06,0.4993752988695658
5.013909337950208e-06,0.4993424975781351
5.014151274063531e-06,0.4993150600947787
5.014348519614014e-06,0.4992904671313282
5.014528119236614e-06,0.4992662348226286
5.014722053147939e-06,0.4992380360530275
5.014860570857677e-06,0.4992165975227735
5.015011165772369e-06,0.4991920675481933
5.015148133237074e-06,0.4991686668535782
5.015275213935078e-06,0.4991460438661908
5.015402785043493e-06,0.4991224634076391
5.015538568689925e-06,0.4990964031402857
5.015701836530606e-06,0.4990637065767974
5.015876668248622e-06,0.4990269307997824
5.016054318463799e-06,0.4989875416460638
5.01621819288064e-06,0.4989492700428095
5.016389058303775e-06,0.4989072640811064
5.016587256917546e-06,0.4988556986943286
5.016816631086125e-06,0.4987920103226643
5.017082019658769e-06,0.498712666783572
5.017392746246884e-06,0.4986116508063331
5.017760614606211e-06,0.4984801337571896
5.018199443007203e-06,0.4983054185681252
5.018726402603911e-06,0.4980685624111642
5.019363375931209e-06,0.4977406397754416
5.02e-06,0.4973651341737498
5.02009295813298e-06,0.49730826378864
5.020189107476028e-06,0.4972486829330199
5.020318038769328e-06,0.497167141307814
5.020575901355928e-06,0.4969978847304001
5.021091626529127e-06,0.4966338250577492
5.021687523304648e-06,0.4961697690346011
5.022377546208884e-06,0.4955730320730114
5.023233572716185e-06,0.4947426307282072
5.024358241014802e-06,0.4934984788559464
5.025975144869005e-06,0.4914063959132761
5.028194666545539e-06,0.487967923663038
5.030902938871333e-06,0.4829295752177294
5.033535430738626e-06,0.4771983522308892
5.035990037041686e-06,0.4711606199045194
5.038670199997459e-06,0.4638549876578953
5.042122516995879e-06,0.4534357943642526
5.047543583264147e-06,0.4350759229648928
5.052505579926383e-06,0.4164661593214828
5.058480366528615e-06,0.3923323405053647
5.064774930426503e-06,0.3655342032915213
5.070932101606712e-06,0.3385944902501403
5.078482065675989e-06,0.3054847322144824
5.086777942873394e-06,0.2700137430710425
5.092758825112858e-06,0.2454706963839152
5.098318786588815e-06,0.2237019583715859
5.10421316091793e-06,0.2019190599234107
5.111035916351148e-06,0.1785225193319215
5.119372045461828e-06,0.152685732336697
5.123743160076541e-06,0.1403478269528924
5.128398760482146e-06,0.1281083634575663
5.130824065944271e-06,0.1220948971074544
5.13318350505805e-06,0.1164777215907875
5.135372460605395e-06,0.1114672167111359
5.136580685505437e-06,0.1087827481426816
5.138008081996642e-06,0.1056834768228638
5.139334610740857e-06,0.1028715969319689
5.140715389779724e-06,0.1000131946772404
5.142568540642969e-06,0.0962847580684351
5.145247989532199e-06,0.09110907987171404
5.14714021643692e-06,0.08760547601528698
5.148916159885256e-06,0.08442929875791207
5.150930395396565e-06,0.08095532063499603
5.153434158752336e-06,0.07682143703788481
5.157011431885818e-06,0.07125416276397269
5.161695940009831e-06,0.06453158056136871
5.168587644479579e-06,0.05571083345683159
5.17903024025722e-06,0.04446005965999988
5.186750151796499e-06,0.03758376668792274
5.19797787485534e-06,0.02936841200704102
5.208465128275761e-06,0.02328091220188017
5.219237692017988e-06,0.01831361806517605
5.231772783910288e-06,0.01381840242961847
5.24612865346027e-06,0.009968245852648074
5.262678346641842e-06,0.006795465080104058
5.282245947544987e-06,0.004267560428926998
5.30582664313173e-06,0.002377149215136395
5.334912584526193e-06,0.001094953842008437
5.369132522883503e-06,0.000405665011177818
5.41020749528454e-06,0.000145209568882714
5.461170879196219e-06,0.0001700141373961192
5.52737748635348e-06,0.000372144726206704
5.611265539185086e-06,0.0006568199462554635
5.704139995065744e-06,0.00092167313709643
5.804139995065744e-06,0.001133458619527763
5.904139995065744e-06,0.001279693524886868
6.004139995065743e-06,0.001376090965368008
6.104139995065743e-06,0.001437077908466672
6.204139995065743e-06,0.001474302609120633
6.304139995065743e-06,0.001496364464893714
6.404139995065743e-06,0.001509150326495048
6.504139995065743e-06,0.001516445145366677
6.604139995065743e-06,0.001520565503314944
6.704139995065743e-06,0.001522878958493066
6.804139995065743e-06,0.001524173387363359
6.904139995065742e-06,0.001524896019918351
7.004139995065742e-06,0.001525298698959302
7.104139995065742e-06,0.001525522687451587
7.204139995065742e-06,0.001525647058244364
7.304139995065742e-06,0.00152571599947925
7.404139995065742e-06,0.0015257541586319
7.504139995065742e-06,0.00152577525445307
7.604139995065742e-06,0.001525786906224178
7.704139995065742e-06,0.001525793337331714
7.804139995065743e-06,0.00152579688506619
7.904139995065744e-06,0.001525798841367453
8.004139995065745e-06,0.001525799919741649
8.104139995065745e-06,0.001525800513996696
8.204139995065746e-06,0.001525800841384005
8.304139995065747e-06,0.001525801021707237
8.404139995065748e-06,0.001525801121008035
8.504139995065748e-06,0.001525801175682521
8.604139995065749e-06,0.001525801205781906
8.70413999506575e-06,0.001525801222350368
8.804139995065751e-06,0.001525801231469752
8.904139995065751e-06,0.001525801236488736
9.004139995065752e-06,0.001525801239250822
9.104139995065753e-06,0.001525801240770816
9.204139995065753e-06,0.00152580124160721
9.304139995065754e-06,0.001525801242067486
9.404139995065755e-06,0.001525801242320676
9.504139995065756e-06,0.001525801242459923
9.604139995065756e-06,0.001525801242536575
9.704139995065757e-06,0.001525801242579444
9.804139995065758e-06,0.001525801242603848
9.904139995065759e-06,0.001525801242617004
1e-05,0.001525801242623409
